index	table_id	annotator_id	premise	hypothesis	label
236	T37	GW4	    Chris Cornell is a musician.  The genres of Chris Cornell are Alternative metal , heavy metal , grunge , alternative rock , hard rock.  The labels of Chris Cornell are SST , Sub Pop , A&M , Epic , Suretone , Interscope , Mosley.  The occupation of Chris Cornell are Musician , singer , songwriter.    	Chris Cornell was known for playing pop music.	0
237	T37	GW3	    The spouse(s) of Chris Cornell are Susan Silver ( m.  1990;  div.  2004), Vicky Karayiannis  ( m.  2004).  The number of children of Chris Cornell are 3.  Chris Cornell was born on July 20, 1964 ( 1964-07-20 ) Seattle, Washington, U.S..  Chris Cornell died on May 18, 2017 (2017-05-18)  (aged 52)  Detroit, Michigan, U.S..    	Chris Cornell was a US citizen.	2
238	T37	GW3	    The number of children of Chris Cornell are 3.  The genres of Chris Cornell are Alternative metal , heavy metal , grunge , alternative rock , hard rock.  Chris Cornell died on May 18, 2017 (2017-05-18)  (aged 52)  Detroit, Michigan, U.S..  The associated acts of Chris Cornell are Soundgarden , Audioslave , Pearl Jam , Temple of the Dog , Center for Disease Control Boys , Alice Mudgarden , M.A.C.C. , Heart , Mad Season.    	Chris Cornell was mentally ill.	1
239	T37	GW3	    Chris Cornell was born on July 20, 1964 ( 1964-07-20 ) Seattle, Washington, U.S..  Chris Cornell died on May 18, 2017 (2017-05-18)  (aged 52)  Detroit, Michigan, U.S..  The cause of death of Chris Cornell is Suicide by hanging.  The associated acts of Chris Cornell are Soundgarden , Audioslave , Pearl Jam , Temple of the Dog , Center for Disease Control Boys , Alice Mudgarden , M.A.C.C. , Heart , Mad Season.    	Chris Cornell died from a heart attack.	0
240	T38	GW4	    The years active of Chess is c.  6th-century to present.  The players of Chess is 2.  The playing time of Chess was on Casual games usually last 10 to 60 minutes; tournament games last anywhere from about ten minutes (fast chess) to six hours or more..  The skill(s) required of Chess are Strategy , tactics.     	Chess was created in 500-600 AD.	2
241	T38	GW4	    The genre(s) of Chess are Board game , Abstract strategy game , Mind sport.  The years active of Chess is c.  6th-century to present.  The players of Chess is 2.  The playing time of Chess was on Casual games usually last 10 to 60 minutes; tournament games last anywhere from about ten minutes (fast chess) to six hours or more..    	A game of chess can take half a day to play.	1
242	T38	GW4	    The genre(s) of Chess are Board game , Abstract strategy game , Mind sport.  The years active of Chess is c.  6th-century to present.  The players of Chess is 2.  The playing time of Chess was on Casual games usually last 10 to 60 minutes; tournament games last anywhere from about ten minutes (fast chess) to six hours or more..    	Chess is played with four people.	0
243	T38	GW0	    The genre(s) of Chess are Board game , Abstract strategy game , Mind sport.  The players of Chess is 2.  The playing time of Chess was on Casual games usually last 10 to 60 minutes; tournament games last anywhere from about ten minutes (fast chess) to six hours or more..  The skill(s) required of Chess are Strategy , tactics.     	The game of chess requires more than one player.	2
244	T38	GW0	    The genre(s) of Chess are Board game , Abstract strategy game , Mind sport.  The years active of Chess is c.  6th-century to present.  The players of Chess is 2.  The playing time of Chess was on Casual games usually last 10 to 60 minutes; tournament games last anywhere from about ten minutes (fast chess) to six hours or more..    	Tournament games of chess average two hours.	1
245	T38	GW0	    The genre(s) of Chess are Board game , Abstract strategy game , Mind sport.  The years active of Chess is c.  6th-century to present.  The players of Chess is 2.  The playing time of Chess was on Casual games usually last 10 to 60 minutes; tournament games last anywhere from about ten minutes (fast chess) to six hours or more..    	Chess was invented in the eighteenth century.	0
246	T38	GW9	    The years active of Chess is c.  6th-century to present.  The playing time of Chess was on Casual games usually last 10 to 60 minutes; tournament games last anywhere from about ten minutes (fast chess) to six hours or more..  The random chance of Chess is None.  The skill(s) required of Chess are Strategy , tactics.     	Chess was invented well before the year 1000CE.	2
247	T38	GW9	    The genre(s) of Chess are Board game , Abstract strategy game , Mind sport.  The years active of Chess is c.  6th-century to present.  The players of Chess is 2.  The playing time of Chess was on Casual games usually last 10 to 60 minutes; tournament games last anywhere from about ten minutes (fast chess) to six hours or more..    	Chess games last, on average, 30 minutes.	1
248	T38	GW9	    The genre(s) of Chess are Board game , Abstract strategy game , Mind sport.  The players of Chess is 2.  The playing time of Chess was on Casual games usually last 10 to 60 minutes; tournament games last anywhere from about ten minutes (fast chess) to six hours or more..  The skill(s) required of Chess are Strategy , tactics.     	Chess is a game with little mental involvement.	0
249	T39	GW1	    The alma mater of Ernesto Zedillo (GColIH) are National Polytechnic Institute (IPN) , Yale University.   Ernesto Zedillo (GColIH) was born on 27 December 1951 (1951-12-27 ) (age 67)  Mexico City, Mexico.  The number of children of Ernesto Zedillo (GColIH) are 5.  The residence of Ernesto Zedillo (GColIH) is New Haven, Connecticut, United States.    	Ernesto Zedillo went to more than one school for college.	2
250	T39	GW1	    The alma mater of Ernesto Zedillo (GColIH) are National Polytechnic Institute (IPN) , Yale University.   Ernesto Zedillo (GColIH) was born on 27 December 1951 (1951-12-27 ) (age 67)  Mexico City, Mexico.  The spouse(s) of Ernesto Zedillo (GColIH) is Nilda Patricia Velasco.  The parents of Ernesto Zedillo (GColIH) are Rodolfo Zedillo Castillo , Martha Alicia Ponce de Leon.    	Ernesto Zedillo was forced to leave Mexico and go to the US.	1
251	T39	GW1	    The birth name of Ernesto Zedillo (GColIH) is Ernesto Zedillo Ponce de Leon.  Ernesto Zedillo (GColIH) was born on 27 December 1951 (1951-12-27 ) (age 67)  Mexico City, Mexico.  The number of children of Ernesto Zedillo (GColIH) are 5.  The residence of Ernesto Zedillo (GColIH) is New Haven, Connecticut, United States.    	Ernesto Zedillo was born in the Spring of 1951.	0
252	T39	GW3	    The alma mater of Ernesto Zedillo (GColIH) are National Polytechnic Institute (IPN) , Yale University.   Ernesto Zedillo (GColIH) was born on 27 December 1951 (1951-12-27 ) (age 67)  Mexico City, Mexico.  The political party of Ernesto Zedillo (GColIH) is Institutional Revolutionary.  The residence of Ernesto Zedillo (GColIH) is New Haven, Connecticut, United States.    	Ernesto Zedillo is a Mexican politician who is affiliated with the Institutional Revolutionary party	2
253	T39	GW3	    The alma mater of Ernesto Zedillo (GColIH) are National Polytechnic Institute (IPN) , Yale University.   Ernesto Zedillo (GColIH) was born on 27 December 1951 (1951-12-27 ) (age 67)  Mexico City, Mexico.  The political party of Ernesto Zedillo (GColIH) is Institutional Revolutionary.  The residence of Ernesto Zedillo (GColIH) is New Haven, Connecticut, United States.    	Ernesto Zedillo has permanently moved to the United States	1
254	T39	GW3	    The birth name of Ernesto Zedillo (GColIH) is Ernesto Zedillo Ponce de Leon.  Ernesto Zedillo (GColIH) was born on 27 December 1951 (1951-12-27 ) (age 67)  Mexico City, Mexico.  The number of children of Ernesto Zedillo (GColIH) are 5.  The residence of Ernesto Zedillo (GColIH) is New Haven, Connecticut, United States.    	Ernesto Zedillo was born in the peak summer of 1951	0
255	T39	GW2	    Ernesto Zedillo (GColIH) is a person.  The birth name of Ernesto Zedillo (GColIH) is Ernesto Zedillo Ponce de Leon.  Ernesto Zedillo (GColIH) was born on 27 December 1951 (1951-12-27 ) (age 67)  Mexico City, Mexico.  The number of children of Ernesto Zedillo (GColIH) are 5.    	Ernesto Zedillo speaks at least 2 languages	2
256	T39	GW2	    The birth name of Ernesto Zedillo (GColIH) is Ernesto Zedillo Ponce de Leon.  Ernesto Zedillo (GColIH) was born on 27 December 1951 (1951-12-27 ) (age 67)  Mexico City, Mexico.  The number of children of Ernesto Zedillo (GColIH) are 5.  The parents of Ernesto Zedillo (GColIH) are Rodolfo Zedillo Castillo , Martha Alicia Ponce de Leon.    	Ernesto Zedillo has 2 sons and 3 daughters.	1
257	T39	GW2	    The alma mater of Ernesto Zedillo (GColIH) are National Polytechnic Institute (IPN) , Yale University.   Ernesto Zedillo (GColIH) was born on 27 December 1951 (1951-12-27 ) (age 67)  Mexico City, Mexico.  The parents of Ernesto Zedillo (GColIH) are Rodolfo Zedillo Castillo , Martha Alicia Ponce de Leon.  The residence of Ernesto Zedillo (GColIH) is New Haven, Connecticut, United States.    	Ernesto Zedillo attended a university in California.	0
258	T41	GW3	    Kaitlin Olson was born on August 18, 1975 ( 1975-08-18 ) (age 43)   Portland, Oregon, U.S..  The residence of Kaitlin Olson is Los Angeles, California, U.S..  The alma mater of Kaitlin Olson is University of Oregon.  The occupation of Kaitlin Olson are Actressc, comedian.    	Kaitlin Olson is a female Californian comedian.	2
259	T41	GW3	    Kaitlin Olson is a person.  The birth name of Kaitlin Olson is Kaitlin Willow Olson.  The occupation of Kaitlin Olson are Actressc, comedian.  The years active of Kaitlin Olson is 2000 - present.    	Kaitlin Olson has won a best comedian award.	1
260	T41	GW3	    The spouse(s) of Kaitlin Olson is Rob McElhenney ( m.   2008 ).  Kaitlin Olson was born on August 18, 1975 ( 1975-08-18 ) (age 43)   Portland, Oregon, U.S..  The years active of Kaitlin Olson is 2000 - present.  The height of Kaitlin Olson is 5 ft 8 in (1.73 m).    	Kaitlin Olson retired in 2010.	0
261	T41	GW1	    The spouse(s) of Kaitlin Olson is Rob McElhenney ( m.   2008 ).  The birth name of Kaitlin Olson is Kaitlin Willow Olson.  Kaitlin Olson was born on August 18, 1975 ( 1975-08-18 ) (age 43)   Portland, Oregon, U.S..  The years active of Kaitlin Olson is 2000 - present.    	Kaitlin Olson was born in the Spring of 1975.	2
262	T41	GW1	    Kaitlin Olson is a person.  The number of children of Kaitlin Olson are 2.   The birth name of Kaitlin Olson is Kaitlin Willow Olson.  The spouse(s) of Kaitlin Olson is Rob McElhenney ( m.   2008 ).    	Kaitlin Olson will have another child.	1
263	T41	GW1	    The number of children of Kaitlin Olson are 2.   Kaitlin Olson was born on August 18, 1975 ( 1975-08-18 ) (age 43)   Portland, Oregon, U.S..  The occupation of Kaitlin Olson are Actressc, comedian.  The years active of Kaitlin Olson is 2000 - present.    	Kaitlin Olson has been acting or performing comedy for over 20 years.	0
264	T41	GW4	    The spouse(s) of Kaitlin Olson is Rob McElhenney ( m.   2008 ).  The number of children of Kaitlin Olson are 2.   Kaitlin Olson was born on August 18, 1975 ( 1975-08-18 ) (age 43)   Portland, Oregon, U.S..  The years active of Kaitlin Olson is 2000 - present.    	Kaitlin Olson started acting before 2005.	2
265	T41	GW4	    Kaitlin Olson is a person.  Kaitlin Olson was born on August 18, 1975 ( 1975-08-18 ) (age 43)   Portland, Oregon, U.S..  The occupation of Kaitlin Olson are Actressc, comedian.  The years active of Kaitlin Olson is 2000 - present.    	Kaitlin Olson did stand up comedy in the past.	1
266	T41	GW4	    The spouse(s) of Kaitlin Olson is Rob McElhenney ( m.   2008 ).  The number of children of Kaitlin Olson are 2.   Kaitlin Olson was born on August 18, 1975 ( 1975-08-18 ) (age 43)   Portland, Oregon, U.S..  The years active of Kaitlin Olson is 2000 - present.    	Kaitlin Olson has been married for over twenty years.	0
267	T42	GW2	    Everybody is a album.  Everybody was released on May 5, 2017  ( 2017-05-05 ).  The length of Everybody is 70 : 56.  The label of Everybody are Def Jam, Visionary.    	The album Everybody is more than an hour long.	2
268	T42	GW2	    Everybody is a album.  Everybody was released on May 5, 2017  ( 2017-05-05 ).  The label of Everybody are Def Jam, Visionary.  The producer of Everybody are 6ix (exec.), Bobby Campbell, C-Sick, Deats, DJ Khalil, Logic, No I.D., PSTMN, Vontae Thomas, Wallis Lane.     	The album Everybody was released on vinyl.	1
269	T42	GW2	    Everybody is a album.  Everybody was released on May 5, 2017  ( 2017-05-05 ).  The length of Everybody is 70 : 56.  The producer of Everybody are 6ix (exec.), Bobby Campbell, C-Sick, Deats, DJ Khalil, Logic, No I.D., PSTMN, Vontae Thomas, Wallis Lane.     	The album Everybody contains exactly 10 tracks.	0
270	T42	GW6	    Everybody was released on May 5, 2017  ( 2017-05-05 ).  The length of Everybody is 70 : 56.  The label of Everybody are Def Jam, Visionary.  The producer of Everybody are 6ix (exec.), Bobby Campbell, C-Sick, Deats, DJ Khalil, Logic, No I.D., PSTMN, Vontae Thomas, Wallis Lane.     	Everybody is over an hour and 10 minutes long.	2
271	T42	GW6	    Everybody is a album.  Everybody was released on May 5, 2017  ( 2017-05-05 ).  The label of Everybody are Def Jam, Visionary.  The producer of Everybody are 6ix (exec.), Bobby Campbell, C-Sick, Deats, DJ Khalil, Logic, No I.D., PSTMN, Vontae Thomas, Wallis Lane.     	The producers of Everybody worked separately on each track.	1
272	T42	GW6	    Everybody is a album.  Everybody was released on May 5, 2017  ( 2017-05-05 ).  The length of Everybody is 70 : 56.  The producer of Everybody are 6ix (exec.), Bobby Campbell, C-Sick, Deats, DJ Khalil, Logic, No I.D., PSTMN, Vontae Thomas, Wallis Lane.     	Everybody was released in late 2017.	0
273	T42	GW1	    Everybody was released on May 5, 2017  ( 2017-05-05 ).  The genre of Everybody is Conscious hip hop.  The length of Everybody is 70 : 56.  The producer of Everybody are 6ix (exec.), Bobby Campbell, C-Sick, Deats, DJ Khalil, Logic, No I.D., PSTMN, Vontae Thomas, Wallis Lane.     	Everybody has a run time that is over an hour long.	2
274	T42	GW1	    Everybody is a album.  Everybody was released on May 5, 2017  ( 2017-05-05 ).  The label of Everybody are Def Jam, Visionary.  The producer of Everybody are 6ix (exec.), Bobby Campbell, C-Sick, Deats, DJ Khalil, Logic, No I.D., PSTMN, Vontae Thomas, Wallis Lane.     	Logic produced more on the album Everybody than Deats.	1
275	T42	GW1	    Everybody is a album.  Everybody was released on May 5, 2017  ( 2017-05-05 ).  The length of Everybody is 70 : 56.  The producer of Everybody are 6ix (exec.), Bobby Campbell, C-Sick, Deats, DJ Khalil, Logic, No I.D., PSTMN, Vontae Thomas, Wallis Lane.     	Everybody was released in the Fall of 2017.	0
276	T44	GW14	    British Steel is a album.  British Steel was released on 14 April 1980.  British Steel was recorded on January - February 1980 at Startling Studios, Ascot, England; United Kingdom.  The length of British Steel is 36 : 10.    	You can listen to the entire album in less than an hour.	2
277	T44	GW14	    British Steel is a album.  British Steel was recorded on January - February 1980 at Startling Studios, Ascot, England; United Kingdom.  The genre of British Steel is Heavy metal.  The label of British Steel is Columbia.    	Heavy metal fans from England bought this album.	1
278	T44	GW14	    British Steel is a album.  British Steel was released on 14 April 1980.  British Steel was recorded on January - February 1980 at Startling Studios, Ascot, England; United Kingdom.  The label of British Steel is Columbia.    	It took more than a year to record the album.	0
279	T44	GW1	    British Steel is a album.  British Steel was released on 14 April 1980.  British Steel was recorded on January - February 1980 at Startling Studios, Ascot, England; United Kingdom.  The label of British Steel is Columbia.    	British Steel was released in the Spring of 1980.	2
280	T44	GW1	    British Steel was released on 14 April 1980.  British Steel was recorded on January - February 1980 at Startling Studios, Ascot, England; United Kingdom.  The genre of British Steel is Heavy metal.  The producer of British Steel is Tom Allom.     	Tom Allom didn't due much as producer of British Steel.	1
281	T44	GW1	    British Steel was released on 14 April 1980.  British Steel was recorded on January - February 1980 at Startling Studios, Ascot, England; United Kingdom.  The length of British Steel is 36 : 10.  The producer of British Steel is Tom Allom.     	British Steel took over 6 months to record.	0
282	T44	GW0	    British Steel is a album.  British Steel was released on 14 April 1980.  British Steel was recorded on January - February 1980 at Startling Studios, Ascot, England; United Kingdom.  The label of British Steel is Columbia.    	British Steel was released in spring of 1980.	2
283	T44	GW0	    British Steel was released on 14 April 1980.  British Steel was recorded on January - February 1980 at Startling Studios, Ascot, England; United Kingdom.  The label of British Steel is Columbia.  The producer of British Steel is Tom Allom.     	British Steel is Tom Allom's only production credit.	1
284	T44	GW0	    British Steel is a album.  British Steel was released on 14 April 1980.  British Steel was recorded on January - February 1980 at Startling Studios, Ascot, England; United Kingdom.  The length of British Steel is 36 : 10.    	British Steel was recorded in the summer of 1980.	0
285	T45	GW1	    Jennette McCurdy is a musician.  Jennette McCurdy was born on (1992-06-26) June 26, 1992 (age 26) , Long Beach, California, U.S..  The occupation of Jennette McCurdy are Actress, singer, screenwriter, producer.  The years active of Jennette McCurdy is 2000-present.    	Jennette McCurdy was born in the Summer of 1992.	2
286	T45	GW1	    Jennette McCurdy was born on (1992-06-26) June 26, 1992 (age 26) , Long Beach, California, U.S..  The residence of Jennette McCurdy is Studio City, California, U.S..  The genres of Jennette McCurdy are Country, country pop.  The labels of Jennette McCurdy is Capitol Nashville/EMI.    	Jennette McCurdy has lived in California her whole life.	1
287	T45	GW1	    Jennette McCurdy is a musician.  Jennette McCurdy was born on (1992-06-26) June 26, 1992 (age 26) , Long Beach, California, U.S..  The occupation of Jennette McCurdy are Actress, singer, screenwriter, producer.  The years active of Jennette McCurdy is 2000-present.    	Jennette McCurdy has been active as a musician since she was 5 years old.	0
288	T45	GW9	    Jennette McCurdy is a musician.  Jennette McCurdy was born on (1992-06-26) June 26, 1992 (age 26) , Long Beach, California, U.S..  The occupation of Jennette McCurdy are Actress, singer, screenwriter, producer.  The instruments of Jennette McCurdy are Vocals, guitar, keyboard.    	Jennette McCurdy plays a couple musical instruments and sings, as well.	2
289	T45	GW9	    Jennette McCurdy was born on (1992-06-26) June 26, 1992 (age 26) , Long Beach, California, U.S..  The occupation of Jennette McCurdy are Actress, singer, screenwriter, producer.  The years active of Jennette McCurdy is 2000-present.  The instruments of Jennette McCurdy are Vocals, guitar, keyboard.    	Jennette McCurdy is primarily focused on acting now.	1
290	T45	GW9	    Jennette McCurdy was born on (1992-06-26) June 26, 1992 (age 26) , Long Beach, California, U.S..  The residence of Jennette McCurdy is Studio City, California, U.S..  The years active of Jennette McCurdy is 2000-present.  The genres of Jennette McCurdy are Country, country pop.    	Jennette McCurdy was five years old when she began her musical career.	0
291	T45	GW4	    Jennette McCurdy was born on (1992-06-26) June 26, 1992 (age 26) , Long Beach, California, U.S..  The residence of Jennette McCurdy is Studio City, California, U.S..  The genres of Jennette McCurdy are Country, country pop.  The labels of Jennette McCurdy is Capitol Nashville/EMI.    	Jennette McCurdy was born on the west coast of the USA.	2
292	T45	GW4	    Jennette McCurdy was born on (1992-06-26) June 26, 1992 (age 26) , Long Beach, California, U.S..  The residence of Jennette McCurdy is Studio City, California, U.S..  The genres of Jennette McCurdy are Country, country pop.  The labels of Jennette McCurdy is Capitol Nashville/EMI.    	Jennette McCurdy has lived her entire life in California.	1
293	T45	GW4	    Jennette McCurdy is a musician.  The occupation of Jennette McCurdy are Actress, singer, screenwriter, producer.  The genres of Jennette McCurdy are Country, country pop.  The instruments of Jennette McCurdy are Vocals, guitar, keyboard.    	Jennette McCurdy is known for singing rap music.	0
294	T617	GW3	    Christopher Polhem was born on 18 December 1661 , Tingstäde, Gotland, Sweden.  Christopher Polhem died on 30 August 1751(1751-08-30) (aged 89) , Stockholm, Sweden.  The residence of Christopher Polhem is Sweden.  The nationality of Christopher Polhem is Swedish.    	Christopher Polhem was born in Sweden.	2
295	T617	GW3	    Christopher Polhem was born on 18 December 1661 , Tingstäde, Gotland, Sweden.  Christopher Polhem died on 30 August 1751(1751-08-30) (aged 89) , Stockholm, Sweden.  The residence of Christopher Polhem is Sweden.  The nationality of Christopher Polhem is Swedish.    	Christopher Polhem never worked outside Sweden.	1
296	T617	GW3	    Christopher Polhem died on 30 August 1751(1751-08-30) (aged 89) , Stockholm, Sweden.  The alma mater of Christopher Polhem is Uppsala University , University of Harderwijk.  Christopher Polhem was known for Göta Canal , Various inventions.  The fields of Christopher Polhem is Physics, Mechanics.     	Christopher Polhem worked in the field of biology.	0
297	T617	GW1	    Christopher Polhem was born on 18 December 1661 , Tingstäde, Gotland, Sweden.  Christopher Polhem died on 30 August 1751(1751-08-30) (aged 89) , Stockholm, Sweden.  Christopher Polhem was known for Göta Canal , Various inventions.  The fields of Christopher Polhem is Physics, Mechanics.     	Christopher Polhem died in the middle of the 18th century.	2
298	T617	GW1	    Christopher Polhem was born on 18 December 1661 , Tingstäde, Gotland, Sweden.  Christopher Polhem died on 30 August 1751(1751-08-30) (aged 89) , Stockholm, Sweden.  The residence of Christopher Polhem is Sweden.  The alma mater of Christopher Polhem is Uppsala University , University of Harderwijk.    	Christopher Polhem had more than 2 college degrees.	1
299	T617	GW1	    Christopher Polhem was born on 18 December 1661 , Tingstäde, Gotland, Sweden.  Christopher Polhem died on 30 August 1751(1751-08-30) (aged 89) , Stockholm, Sweden.  Christopher Polhem was known for Göta Canal , Various inventions.  The fields of Christopher Polhem is Physics, Mechanics.     	Christopher Polhem was born in the summer of 1661.	0
300	T617	GW5	    Christopher Polhem was born on 18 December 1661 , Tingstäde, Gotland, Sweden.  Christopher Polhem died on 30 August 1751(1751-08-30) (aged 89) , Stockholm, Sweden.  The residence of Christopher Polhem is Sweden.  The nationality of Christopher Polhem is Swedish.    	Christopher Polhem resides in Europe.	2
301	T617	GW5	    Christopher Polhem was born on 18 December 1661 , Tingstäde, Gotland, Sweden.  Christopher Polhem died on 30 August 1751(1751-08-30) (aged 89) , Stockholm, Sweden.  The alma mater of Christopher Polhem is Uppsala University , University of Harderwijk.  The fields of Christopher Polhem is Physics, Mechanics.     	Christopher Polhem studied physics at Uppsala University.	1
302	T617	GW5	    Christopher Polhem was born on 18 December 1661 , Tingstäde, Gotland, Sweden.  Christopher Polhem died on 30 August 1751(1751-08-30) (aged 89) , Stockholm, Sweden.  The residence of Christopher Polhem is Sweden.  Christopher Polhem was known for Göta Canal , Various inventions.    	Christopher Polhem resides in the southern hemisphere.	0
303	T617	GW7	    Christopher Polhem was born on 18 December 1661 , Tingstäde, Gotland, Sweden.  Christopher Polhem died on 30 August 1751(1751-08-30) (aged 89) , Stockholm, Sweden.  Christopher Polhem was known for Göta Canal , Various inventions.  The fields of Christopher Polhem is Physics, Mechanics.     	He was born in 1661	2
304	T617	GW7	    Christopher Polhem was born on 18 December 1661 , Tingstäde, Gotland, Sweden.  Christopher Polhem died on 30 August 1751(1751-08-30) (aged 89) , Stockholm, Sweden.  The residence of Christopher Polhem is Sweden.  The nationality of Christopher Polhem is Swedish.    	He moved from Sweden	1
305	T617	GW7	    Christopher Polhem is a person.  Christopher Polhem was born on 18 December 1661 , Tingstäde, Gotland, Sweden.  Christopher Polhem died on 30 August 1751(1751-08-30) (aged 89) , Stockholm, Sweden.  Christopher Polhem was known for Göta Canal , Various inventions.    	He is still alive	0
306	T49	GW9	    Channing Tatum was born as Channing Matthew Tatum    ( 1980-04-26 )  April 26, 1980  (age 38)   Cullman, Alabama, U.S..  The years active of Channing Tatum is 2000 - present.  The spouse(s) of Channing Tatum is Jenna Dewan ( m.  2009;  sep.  2018).  The number of children of Channing Tatum are 1.     	Channing Tatum was born in the spring of 1980.	2
307	T49	GW9	    Channing Tatum is a person.  The years active of Channing Tatum is 2000 - present.  The spouse(s) of Channing Tatum is Jenna Dewan ( m.  2009;  sep.  2018).  The number of children of Channing Tatum are 1.     	Channing Tatum has a child on the way.	1
308	T49	GW9	    Channing Tatum is a person.  Channing Tatum was born as Channing Matthew Tatum    ( 1980-04-26 )  April 26, 1980  (age 38)   Cullman, Alabama, U.S..  The spouse(s) of Channing Tatum is Jenna Dewan ( m.  2009;  sep.  2018).  The number of children of Channing Tatum are 1.     	Channing Tatum was born outside of the US.	0
309	T49	GW2	    Channing Tatum was born as Channing Matthew Tatum    ( 1980-04-26 )  April 26, 1980  (age 38)   Cullman, Alabama, U.S..  The years active of Channing Tatum is 2000 - present.  The spouse(s) of Channing Tatum is Jenna Dewan ( m.  2009;  sep.  2018).  The number of children of Channing Tatum are 1.     	Channing Tatum grew up in Alabama.	2
310	T49	GW2	    Channing Tatum was born as Channing Matthew Tatum    ( 1980-04-26 )  April 26, 1980  (age 38)   Cullman, Alabama, U.S..  The occupation of Channing Tatum is Actor.  The spouse(s) of Channing Tatum is Jenna Dewan ( m.  2009;  sep.  2018).  The number of children of Channing Tatum are 1.     	Channing Tatum has divorced from Jenna Dewan.	1
311	T49	GW2	    Channing Tatum was born as Channing Matthew Tatum    ( 1980-04-26 )  April 26, 1980  (age 38)   Cullman, Alabama, U.S..  The years active of Channing Tatum is 2000 - present.  The spouse(s) of Channing Tatum is Jenna Dewan ( m.  2009;  sep.  2018).  The number of children of Channing Tatum are 1.     	Channing Tatum has been acting for more than 30 years.	0
312	T49	GW1	    Channing Tatum was born as Channing Matthew Tatum    ( 1980-04-26 )  April 26, 1980  (age 38)   Cullman, Alabama, U.S..  The years active of Channing Tatum is 2000 - present.  The spouse(s) of Channing Tatum is Jenna Dewan ( m.  2009;  sep.  2018).  The number of children of Channing Tatum are 1.     	Channing Tatum has been acting for close to 20 years.	2
313	T49	GW1	    Channing Tatum is a person.  Channing Tatum was born as Channing Matthew Tatum    ( 1980-04-26 )  April 26, 1980  (age 38)   Cullman, Alabama, U.S..  The spouse(s) of Channing Tatum is Jenna Dewan ( m.  2009;  sep.  2018).  The number of children of Channing Tatum are 1.     	Channing Tatum will have more children.	1
314	T49	GW1	    Channing Tatum was born as Channing Matthew Tatum    ( 1980-04-26 )  April 26, 1980  (age 38)   Cullman, Alabama, U.S..  The years active of Channing Tatum is 2000 - present.  The spouse(s) of Channing Tatum is Jenna Dewan ( m.  2009;  sep.  2018).  The number of children of Channing Tatum are 1.     	Channing Tatum was born in the Fall of 1980.	0
315	T50	GW6	    Jesse Plemons was born as Jesse Lon Plemons    ( 1988-04-02 )  April 2, 1988  (age 30)   Dallas, Texas, U.S..  The years active of Jesse Plemons was on 1998 - present.  The partner(s) of Jesse Plemons are Kirsten Dunst (2016 - present, engaged).  The number of children of Jesse Plemons are 1.     	Jesse Plemons was born during the spring.	2
316	T50	GW6	    Jesse Plemons was born as Jesse Lon Plemons    ( 1988-04-02 )  April 2, 1988  (age 30)   Dallas, Texas, U.S..  The occupation of Jesse Plemons is Actor, comedian.  The years active of Jesse Plemons was on 1998 - present.  The partner(s) of Jesse Plemons are Kirsten Dunst (2016 - present, engaged).    	Jesse Plemons started as a comedian when he was ten.	1
317	T50	GW6	    Jesse Plemons is a person.  The occupation of Jesse Plemons is Actor, comedian.  The years active of Jesse Plemons was on 1998 - present.  The partner(s) of Jesse Plemons are Kirsten Dunst (2016 - present, engaged).    	Jesse Plemons is engaged to a man.	0
318	T50	GW4	    Jesse Plemons was born as Jesse Lon Plemons    ( 1988-04-02 )  April 2, 1988  (age 30)   Dallas, Texas, U.S..  The occupation of Jesse Plemons is Actor, comedian.  The partner(s) of Jesse Plemons are Kirsten Dunst (2016 - present, engaged).  The number of children of Jesse Plemons are 1.     	Jesse Plemons is planning to marry Kirsten Dunst.	2
319	T50	GW4	    Jesse Plemons was born as Jesse Lon Plemons    ( 1988-04-02 )  April 2, 1988  (age 30)   Dallas, Texas, U.S..  The years active of Jesse Plemons was on 1998 - present.  The partner(s) of Jesse Plemons are Kirsten Dunst (2016 - present, engaged).  The number of children of Jesse Plemons are 1.     	Jesse Plemons spent most of their life in Texas.	1
320	T50	GW4	    Jesse Plemons was born as Jesse Lon Plemons    ( 1988-04-02 )  April 2, 1988  (age 30)   Dallas, Texas, U.S..  The years active of Jesse Plemons was on 1998 - present.  The partner(s) of Jesse Plemons are Kirsten Dunst (2016 - present, engaged).  The number of children of Jesse Plemons are 1.     	Jesse Plemons is over forty years old	0
321	T50	GW3	    Jesse Plemons was born as Jesse Lon Plemons    ( 1988-04-02 )  April 2, 1988  (age 30)   Dallas, Texas, U.S..  The occupation of Jesse Plemons is Actor, comedian.  The years active of Jesse Plemons was on 1998 - present.  The partner(s) of Jesse Plemons are Kirsten Dunst (2016 - present, engaged).    	Jesse Plemons acted in comedy films.	2
322	T50	GW3	    Jesse Plemons was born as Jesse Lon Plemons    ( 1988-04-02 )  April 2, 1988  (age 30)   Dallas, Texas, U.S..  The occupation of Jesse Plemons is Actor, comedian.  The years active of Jesse Plemons was on 1998 - present.  The partner(s) of Jesse Plemons are Kirsten Dunst (2016 - present, engaged).    	Jesse Plemons worked in theatre.	1
